Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
EMP1637,Finance,53,702692,0,56.5,74,No
EMP1638,Sales,39,564564,6,31.6,85,No
EMP1639,Operations,22,1768860,4,37.1,74,No
EMP1640,Finance,52,996461,14,51.2,76,No
EMP1641,Sales,55,426724,17,52.2,85,Yes
EMP1642,Sales,36,979948,1,30.1,72,No
EMP1643,Finance,45,980466,7,42.9,88,No
EMP1644,Operations,29,1174779,1,58.5,72,No
EMP1645,HR,43,401751,8,50.7,100,Yes
EMP1646,Marketing,32,753412,14,55.9,87,Yes
EMP1647,IT,41,1660597,1,31.2,50,No
EMP1648,Finance,59,1183365,15,40.0,65,No
EMP1649,IT,50,393756,13,45.8,48,No
EMP1650,Finance,56,1438650,2,34.6,83,No
EMP1651,Marketing,21,1677180,7,38.8,77,No
EMP1652,IT,56,1003914,15,55.2,53,No
EMP1653,HR,39,302079,6,38.8,67,No
EMP1654,Sales,21,439462,19,33.3,87,Yes
EMP1655,Finance,51,989503,9,55.6,87,Yes
EMP1656,Finance,39,492161,20,58.0,69,No
EMP1657,Sales,54,1503230,1,38.6,83,No
EMP1658,Marketing,36,416325,15,54.4,64,No
EMP1659,IT,50,968645,18,32.9,77,No
EMP1660,Sales,34,881796,3,50.8,79,No
EMP1661,Finance,35,608069,18,47.8,76,No
EMP1662,HR,23,902004,13,41.6,66,No
EMP1663,HR,53,483629,19,37.0,52,No
EMP1664,Sales,26,1395737,5,58.3,73,No
EMP1665,Marketing,26,772247,12,37.2,45,No
EMP1666,Sales,37,1484404,9,46.2,55,No
EMP1667,Finance,53,1452292,1,33.0,87,No
EMP1668,Finance,47,254293,11,34.9,77,No
EMP1669,Marketing,48,841539,20,46.9,72,No
EMP1670,Marketing,37,739381,2,44.2,83,No
EMP1671,Finance,30,356467,13,35.8,44,No
EMP1672,Finance,26,384811,19,41.4,63,No
EMP1673,IT,55,1573173,4,53.7,53,No
EMP1674,Finance,39,726318,13,58.2,18,No
EMP1675,Finance,28,1203879,13,37.3,88,Yes
EMP1676,Sales,24,669986,7,33.0,59,No
EMP1677,HR,36,766736,14,33.5,88,Yes
EMP1678,IT,55,828724,18,39.1,44,No
EMP1679,Marketing,52,1176223,6,36.2,90,No
EMP1680,Marketing,40,777313,12,44.8,63,No
EMP1681,IT,50,1212748,2,47.0,86,No
EMP1682,Finance,28,1295670,1,39.3,95,No
EMP1683,Operations,21,287821,9,58.7,64,No
EMP1684,Finance,36,1592413,19,35.8,47,No
EMP1685,HR,39,416889,13,58.0,83,No
EMP1686,Finance,50,838186,9,33.6,57,No
EMP1687,HR,34,877220,5,32.8,93,No
EMP1688,HR,60,1204965,5,39.1,60,No
EMP1689,Marketing,56,952508,8,37.7,78,No
EMP1690,Sales,33,957419,11,45.9,64,No
EMP1691,IT,47,1707697,7,54.6,48,No
EMP1692,Marketing,51,1296529,4,35.1,62,No
EMP1693,HR,27,465396,2,55.1,95,No
EMP1694,Operations,42,1014610,20,31.1,92,Yes
EMP1695,Operations,52,476753,3,39.1,66,No
EMP1696,Finance,41,1154636,3,49.6,62,No
EMP1697,Sales,43,1701964,13,56.6,85,Yes
EMP1698,HR,52,1068575,18,45.0,82,No
EMP1699,Marketing,59,801286,11,37.0,53,No
EMP1700,HR,48,554925,20,33.9,85,Yes
EMP1701,Finance,48,1121279,16,53.5,64,No
EMP1702,Finance,54,1442087,3,40.8,59,No
EMP1703,IT,48,787444,19,44.6,64,No
EMP1704,IT,36,349341,2,50.0,72,No
EMP1705,IT,38,1017934,17,45.9,60,No
EMP1706,Sales,43,604908,5,37.3,60,No
EMP1707,Sales,42,340117,1,37.1,100,No
EMP1708,Sales,28,1155337,13,46.3,100,Yes
EMP1709,Operations,52,1162154,10,50.8,74,No
EMP1710,HR,41,1436090,18,53.1,62,No
EMP1711,Sales,46,1515730,6,33.0,78,No
EMP1712,Marketing,57,416167,4,53.4,88,No
EMP1713,Sales,45,796752,0,31.2,77,No
EMP1714,Finance,39,723088,8,35.6,64,No
EMP1715,Operations,48,349227,12,51.5,61,No
EMP1716,Finance,31,864939,17,31.2,77,No
EMP1717,HR,54,1765187,0,45.3,41,No
EMP1718,HR,58,850723,14,47.8,74,No
EMP1719,Finance,55,1395481,20,57.6,70,No
EMP1720,HR,60,479553,17,52.0,59,No
EMP1721,Marketing,34,479156,11,56.7,51,No
EMP1722,Sales,54,1536600,12,32.3,70,No
EMP1723,Sales,34,1439152,9,43.3,88,Yes
EMP1724,HR,40,768671,3,42.5,67,No
EMP1725,HR,41,1313947,16,32.9,59,No
EMP1726,Marketing,46,1381167,17,34.8,78,No
EMP1727,Sales,60,867698,14,32.8,79,No
EMP1728,Marketing,21,1287198,20,31.0,61,No
EMP1729,HR,44,1613942,7,51.3,75,No
EMP1730,Marketing,48,1250660,15,41.3,69,No
EMP1731,IT,27,1584936,4,39.6,64,No
EMP1732,Finance,56,700711,17,37.0,36,No
EMP1733,Finance,37,541882,19,59.6,72,No
EMP1734,HR,29,270244,10,39.2,87,Yes
EMP1735,Sales,40,404912,0,39.3,93,No
EMP1736,Sales,31,611744,13,45.5,75,No
EMP1737,Marketing,57,308362,0,56.1,59,No
EMP1738,Marketing,50,1656599,9,31.5,29,No
EMP1739,Finance,24,1241297,6,41.4,83,No
EMP1740,HR,39,446844,8,56.0,76,No
EMP1741,Marketing,21,1302426,1,45.3,40,No
EMP1742,HR,30,1444779,6,59.6,100,No
EMP1743,Finance,60,939491,5,46.7,75,No
EMP1744,IT,50,1308876,18,36.4,66,No
EMP1745,Marketing,38,1164212,12,47.4,67,No
EMP1746,HR,23,1449749,10,45.5,91,Yes
EMP1747,IT,53,1550375,10,56.6,70,No
EMP1748,Finance,27,714150,20,48.0,69,No
EMP1749,IT,53,1360631,9,55.0,87,Yes
EMP1750,HR,48,524374,19,50.9,31,No
EMP1751,HR,58,1590516,3,40.5,72,No
EMP1752,Marketing,30,953209,10,37.4,47,No
EMP1753,Marketing,29,853450,14,41.5,68,No
EMP1754,Marketing,21,1717102,1,38.2,56,No
EMP1755,IT,33,1172353,19,48.9,97,Yes
EMP1756,Operations,54,1790471,10,55.3,68,No
EMP1757,IT,47,1155736,0,49.8,79,No
EMP1758,Finance,53,1221256,10,60.0,72,No
EMP1759,Sales,27,520726,8,43.3,50,No
EMP1760,Operations,33,1791159,7,41.7,78,No
EMP1761,HR,22,888451,11,31.5,78,No
EMP1762,Operations,28,1235839,1,35.7,61,No
EMP1763,HR,37,1708309,17,36.4,67,No
EMP1764,Sales,31,1695929,5,46.9,63,No
EMP1765,Finance,34,1105881,15,57.0,61,No
EMP1766,Finance,52,862447,14,53.9,72,No
EMP1767,Finance,40,945296,8,51.2,82,No
EMP1768,Sales,49,1093371,7,58.2,44,No
EMP1769,HR,59,1070231,6,43.6,58,No
EMP1770,HR,50,503652,15,38.4,70,No
EMP1771,Operations,52,1231513,15,41.0,53,No
EMP1772,Marketing,40,1721460,4,46.5,52,No
EMP1773,Finance,39,1770612,9,50.4,70,No
EMP1774,Sales,49,809177,17,39.5,57,No
EMP1775,Marketing,48,1048882,3,37.5,98,No
EMP1776,Finance,47,1462149,3,52.5,76,No
EMP1777,Finance,36,914016,17,57.1,47,No
EMP1778,Finance,36,1353140,20,47.2,74,No
EMP1779,Sales,35,522284,0,31.0,48,No
EMP1780,Operations,26,317395,6,42.5,86,No
EMP1781,HR,60,566593,5,52.1,72,No
EMP1782,Operations,46,549743,20,36.1,87,Yes
EMP1783,IT,28,1677165,5,31.9,66,No
EMP1784,HR,48,1305625,15,33.2,83,No
EMP1785,Finance,48,334303,2,35.1,52,No
EMP1786,Operations,29,1165782,0,59.3,47,No
EMP1787,IT,38,1313541,15,48.5,100,Yes
EMP1788,HR,42,1160646,15,33.6,75,No
EMP1789,Operations,48,1584837,8,35.6,37,No
EMP1790,IT,33,936356,5,52.5,77,No
EMP1791,Sales,46,1326730,8,47.0,73,No
EMP1792,Operations,50,1100721,13,44.9,89,Yes
EMP1793,IT,37,260115,9,57.0,63,No
EMP1794,Finance,22,606502,3,53.9,84,No
EMP1795,IT,56,1592415,5,58.5,73,No
EMP1796,IT,48,732237,4,44.1,56,No
EMP1797,IT,49,1697124,14,42.6,97,Yes
EMP1798,Marketing,23,1203072,6,46.8,77,No
EMP1799,Sales,44,874807,8,47.8,97,Yes
EMP1800,Marketing,45,256677,8,44.3,64,No
EMP1801,Finance,44,1090281,18,41.0,69,No
EMP1802,IT,40,267577,8,45.4,66,No
EMP1803,IT,48,619677,14,54.0,77,No
EMP1804,Marketing,29,1084492,7,34.1,79,No
EMP1805,Marketing,33,312941,2,50.4,67,No
EMP1806,Operations,59,572096,5,32.4,63,No
EMP1807,Operations,34,1406410,17,49.1,92,Yes
EMP1808,Operations,43,1272516,20,33.0,67,No
EMP1809,IT,29,572663,11,57.9,84,No
EMP1810,Marketing,31,1662235,16,31.2,55,No
EMP1811,Operations,27,1293396,9,35.2,100,Yes
EMP1812,Operations,57,862308,6,48.6,71,No
EMP1813,Finance,58,1306712,3,57.5,90,No
EMP1814,IT,36,1187033,16,31.1,58,No
EMP1815,IT,40,786283,2,40.8,71,No
EMP1816,HR,50,302699,4,49.6,36,No
EMP1817,Marketing,26,1111431,14,31.0,62,No
EMP1818,IT,21,1013627,19,40.6,83,No
EMP1819,Operations,38,1262417,20,32.6,80,No
EMP1820,Marketing,45,1041142,2,45.5,61,No
EMP1821,Sales,51,856793,15,38.5,69,No
EMP1822,Marketing,47,336165,1,47.3,89,No
EMP1823,HR,58,1449623,13,42.6,62,No
EMP1824,Marketing,54,759612,16,33.6,61,No
EMP1825,Marketing,38,1462722,11,55.6,56,No
EMP1826,Marketing,35,530175,17,36.9,73,No
EMP1827,Finance,34,780373,0,59.3,58,No
EMP1828,Sales,56,1050461,13,57.0,62,No
EMP1829,HR,31,761080,14,32.2,62,No
EMP1830,Sales,55,612435,6,35.9,74,No
EMP1831,Finance,51,482085,13,34.1,73,No
EMP1832,IT,27,519367,6,50.5,92,No
EMP1833,Finance,51,334427,19,48.1,62,No
EMP1834,Marketing,33,899476,9,51.7,42,No
EMP1835,IT,43,1628481,0,34.7,100,No
EMP1836,Sales,48,950411,10,59.5,55,No
EMP1837,Sales,49,1521817,9,49.3,80,No
EMP1838,IT,51,1727297,17,42.9,49,No
EMP1839,Sales,40,1593796,18,52.0,82,No
EMP1840,HR,51,1189041,14,57.1,56,No
EMP1841,IT,48,829896,7,48.6,94,No
EMP1842,Marketing,28,808439,18,55.5,86,Yes
EMP1843,Marketing,37,1059423,15,42.2,65,No
EMP1844,Marketing,31,454717,11,40.6,65,No
EMP1845,Sales,41,600150,11,43.9,83,No
EMP1846,Operations,21,649664,20,57.1,68,No
EMP1847,Sales,33,687141,7,59.0,67,No
EMP1848,IT,57,1150880,3,58.1,81,No
EMP1849,IT,46,550944,8,39.4,56,No
EMP1850,Finance,42,745280,12,41.2,59,No
EMP1851,Marketing,33,693559,4,41.8,72,No
EMP1852,IT,51,1035057,2,36.5,66,No
EMP1853,HR,48,304502,0,52.0,100,No
EMP1854,HR,25,1712499,8,33.9,48,No
EMP1855,IT,54,1495183,12,34.7,80,No
EMP1856,Marketing,53,1309133,15,38.7,80,No
EMP1857,Marketing,48,854175,8,48.1,72,No
EMP1858,Marketing,26,1062887,2,48.2,79,No
EMP1859,Operations,31,1062804,14,37.9,68,No
EMP1860,Finance,26,1236851,11,45.4,37,No
EMP1861,Sales,28,1687606,6,33.5,58,No
EMP1862,Marketing,28,1271216,14,37.0,57,No
EMP1863,Sales,25,485835,1,57.4,74,No
EMP1864,Sales,42,1339338,1,36.7,90,No
EMP1865,Operations,25,493584,17,37.0,56,No
EMP1866,Finance,30,611987,5,44.2,63,No
EMP1867,HR,44,646604,4,39.9,85,No
EMP1868,Finance,45,420094,19,37.9,64,No
EMP1869,Finance,58,1647785,8,48.2,60,No
EMP1870,IT,60,839704,13,45.9,86,Yes
EMP1871,IT,46,1716348,15,45.0,44,No
EMP1872,HR,25,685471,9,32.6,43,No
EMP1873,Finance,21,1571213,14,51.8,88,Yes
EMP1874,HR,30,275390,3,53.4,70,No
EMP1875,HR,28,1205642,6,38.5,65,No
EMP1876,HR,33,1484530,11,54.5,71,No
EMP1877,Sales,24,486696,5,39.0,59,No
EMP1878,Sales,56,1232311,10,47.7,62,No
EMP1879,IT,49,1125378,14,45.1,86,Yes
EMP1880,IT,25,1227736,1,36.0,70,No
EMP1881,IT,38,1217588,9,49.3,59,No
EMP1882,IT,30,291048,12,51.1,80,No
EMP1883,IT,49,1116670,13,33.7,54,No
EMP1884,Sales,36,1081821,10,37.8,85,Yes
EMP1885,Operations,38,426110,20,38.0,54,No
EMP1886,Marketing,49,636904,1,32.9,91,No
EMP1887,Finance,30,1705122,8,56.9,80,No
EMP1888,Finance,59,1018892,17,34.8,73,No
EMP1889,Finance,44,849753,15,57.3,84,No
EMP1890,IT,34,670846,16,51.6,46,No
EMP1891,Operations,30,409782,12,32.1,60,No
EMP1892,Finance,59,1356528,20,44.7,73,No
EMP1893,IT,38,796498,17,33.1,88,Yes
EMP1894,Marketing,44,1560099,2,36.1,51,No
EMP1895,Marketing,49,1205873,20,30.0,54,No
EMP1896,HR,32,1047680,14,58.8,61,No
EMP1897,Sales,24,1772896,12,34.8,74,No
EMP1898,Operations,41,1710795,5,56.2,31,No
EMP1899,Marketing,52,1089246,6,35.1,99,No
EMP1900,Sales,23,612918,14,31.5,91,Yes
EMP1901,Operations,28,1754747,2,30.9,37,No
EMP1902,Marketing,37,1288255,14,53.8,54,No
EMP1903,IT,26,1030250,16,49.6,84,No
EMP1904,Finance,50,850366,15,37.3,84,No
EMP1905,Operations,57,1225481,9,40.4,72,No
EMP1906,Operations,37,812185,2,34.5,60,No
EMP1907,Marketing,52,1121852,9,30.8,61,No
EMP1908,Sales,25,664068,0,32.9,71,No
EMP1909,Finance,50,382286,10,57.0,66,No
EMP1910,Operations,48,405603,17,47.5,94,Yes
EMP1911,Finance,31,1787169,13,58.3,89,Yes
EMP1912,HR,48,1452464,5,43.1,100,No
EMP1913,Sales,22,645996,5,30.3,74,No
EMP1914,Sales,22,1103143,4,57.0,82,No
EMP1915,Operations,39,807443,6,45.4,77,No
EMP1916,IT,30,1576333,1,40.2,89,No
EMP1917,Operations,54,1752839,20,46.2,57,No
EMP1918,Sales,56,1657491,2,34.0,34,No
EMP1919,HR,49,445978,19,57.5,55,No
EMP1920,Marketing,59,1313295,7,54.7,62,No
EMP1921,Finance,42,1417176,2,54.3,88,No
EMP1922,IT,49,1651883,0,59.6,64,No
EMP1923,Finance,22,1689605,1,53.7,67,No
EMP1924,Operations,46,890067,6,33.4,91,No
EMP1925,Operations,22,643925,12,33.9,85,Yes
EMP1926,Marketing,51,1245080,19,48.0,79,No
EMP1927,Finance,38,695844,10,54.9,67,No
EMP1928,HR,36,811321,12,41.7,58,No
EMP1929,Finance,50,1762636,7,38.9,54,No
EMP1930,IT,21,1303352,3,57.2,82,No
EMP1931,Finance,31,1166816,13,49.3,67,No
EMP1932,IT,33,1456894,10,53.7,63,No
EMP1933,HR,46,1594190,10,39.3,72,No
EMP1934,HR,23,267822,7,50.6,80,No
EMP1935,IT,25,657211,4,49.1,81,No
EMP1936,Sales,24,252623,8,37.5,97,Yes
EMP1937,Sales,27,1186959,2,59.9,50,No
EMP1938,Marketing,21,1387003,7,46.0,70,No
EMP1939,Sales,31,545484,13,34.7,77,No
EMP1940,Operations,54,1584065,0,41.4,68,No
EMP1941,Finance,23,397170,9,48.0,80,No
EMP1942,Sales,48,1724178,17,45.0,48,No
EMP1943,IT,36,270841,13,59.1,62,No
EMP1944,Operations,31,1327998,8,54.7,88,Yes
EMP1945,IT,35,1199659,5,39.2,46,No
EMP1946,Marketing,32,462173,16,43.4,90,Yes
EMP1947,Operations,24,1102477,9,37.3,86,Yes
EMP1948,IT,28,1715361,12,58.4,71,No
EMP1949,Sales,48,852712,7,36.9,84,No
EMP1950,HR,22,1154778,12,30.4,67,No
EMP1951,Sales,29,1176460,18,31.0,65,No
EMP1952,Marketing,33,1291326,15,47.0,58,No
EMP1953,HR,55,733629,13,38.9,23,No
EMP1954,HR,36,604354,13,42.8,72,No
EMP1955,HR,29,980351,5,57.1,69,No
EMP1956,Sales,35,1607721,11,33.0,74,No
EMP1957,Marketing,26,551302,17,39.0,91,Yes
EMP1958,HR,56,1113941,16,41.4,71,No
EMP1959,Marketing,40,629163,1,43.2,79,No
EMP1960,IT,23,992259,14,37.6,63,No
EMP1961,IT,46,1706017,3,49.8,78,No
EMP1962,Sales,33,519890,1,46.2,74,No
EMP1963,Finance,33,270755,20,40.9,69,No
EMP1964,Marketing,56,522898,14,56.1,65,No
EMP1965,Marketing,44,383889,16,56.5,76,No
EMP1966,Finance,46,1191293,1,35.1,86,No
EMP1967,Marketing,32,1565755,9,42.3,70,No
EMP1968,IT,31,1674622,5,46.5,62,No
EMP1969,Finance,38,1727303,13,36.4,57,No
EMP1970,Finance,37,1006691,7,58.6,59,No
EMP1971,IT,31,1466725,8,38.8,70,No
EMP1972,IT,45,470996,4,54.1,62,No
EMP1973,Finance,26,368067,16,40.2,45,No
EMP1974,Finance,32,1073013,6,51.0,73,No
EMP1975,IT,29,485444,17,57.3,88,Yes
EMP1976,IT,60,720683,19,38.9,61,No
EMP1977,Marketing,45,1672986,17,44.1,65,No
EMP1978,HR,51,807763,18,51.6,72,No
EMP1979,Finance,46,1718211,4,52.2,80,No
EMP1980,Operations,39,1352262,8,55.3,84,No
EMP1981,Sales,31,1344379,16,43.6,64,No
EMP1982,Marketing,54,1442326,13,54.8,62,No
EMP1983,Operations,29,1660796,8,45.6,79,No
EMP1984,HR,21,546347,20,58.6,54,No
EMP1985,Marketing,60,726012,7,51.7,76,No
EMP1986,Finance,52,1791263,12,41.8,63,No
EMP1987,Marketing,55,1088825,13,43.5,31,No
EMP1988,Marketing,52,1342532,6,50.4,72,No
EMP1989,HR,41,640079,7,49.8,91,No
EMP1990,HR,22,471785,13,50.5,32,No
EMP1991,HR,60,607081,20,33.6,52,No
EMP1992,Sales,48,1101312,16,57.7,72,No
EMP1993,Finance,58,1017392,9,46.4,59,No
EMP1994,Finance,32,1108133,6,58.8,85,No
EMP1995,Operations,44,1082902,5,59.4,100,No
EMP1996,Operations,60,1707737,0,42.9,81,No
EMP1997,Finance,46,1282147,1,49.6,62,No
EMP1998,Operations,37,587367,20,59.6,65,No
EMP1999,Marketing,52,1789721,16,30.6,93,Yes
EMP2000,HR,26,457143,18,31.8,66,No
EMP2001,Operations,24,569172,7,44.6,75,No
EMP2002,Operations,44,1614669,3,39.9,63,No
EMP2003,Operations,60,1175290,18,44.0,76,No
EMP2004,Operations,51,929480,4,35.1,64,No
EMP2005,Finance,23,770816,11,53.4,72,No
EMP2006,Finance,53,993928,17,44.9,59,No
EMP2007,IT,60,922857,3,44.1,68,No
EMP2008,IT,50,1765339,1,33.6,84,No
EMP2009,Operations,58,1236924,3,56.0,84,No
EMP2010,Marketing,27,1383571,17,56.5,61,No
EMP2011,HR,47,1034270,14,42.0,86,Yes
EMP2012,IT,24,889760,2,55.6,65,No
EMP2013,IT,56,523319,10,39.9,82,No
EMP2014,IT,26,1699127,3,40.7,84,No
EMP2015,Sales,35,1429311,7,54.9,75,No
EMP2016,Sales,50,1757039,8,30.2,79,No
EMP2017,Sales,51,1101607,18,33.7,78,No
EMP2018,Operations,34,958171,17,42.7,52,No
EMP2019,Sales,58,911491,14,37.8,59,No
EMP2020,Marketing,24,1705426,18,53.3,88,Yes
EMP2021,Sales,26,571705,16,58.4,81,No
EMP2022,Operations,48,1275263,0,38.3,66,No
EMP2023,Marketing,40,1491616,10,33.9,83,No
EMP2024,HR,33,1138332,0,35.9,60,No
EMP2025,Marketing,48,307748,3,49.3,71,No
EMP2026,Operations,32,825123,13,45.3,84,No
EMP2027,Sales,40,1765454,5,30.2,35,No
EMP2028,Sales,50,1673348,19,41.0,80,No
EMP2029,Finance,31,1548314,1,51.5,75,No
EMP2030,HR,49,1013094,10,38.7,83,No
EMP2031,Finance,46,820743,0,53.9,63,No
EMP2032,Sales,27,1487217,4,58.1,88,No
EMP2033,Sales,36,946097,16,49.2,44,No
EMP2034,Finance,21,1474415,16,33.4,21,No
EMP2035,Marketing,23,272349,15,34.1,71,No
EMP2036,HR,34,1145954,9,54.7,94,Yes
EMP2037,Marketing,23,1772302,0,54.6,63,No
EMP2038,Sales,30,1234923,16,31.6,60,No
EMP2039,Finance,47,1309740,7,40.0,75,No
EMP2040,Operations,55,424414,12,42.1,77,No
EMP2041,IT,37,1356418,0,46.2,49,No
EMP2042,IT,33,1614110,5,42.4,62,No
EMP2043,Finance,21,1265872,9,31.4,67,No
EMP2044,IT,35,1639126,11,42.4,38,No
EMP2045,Finance,22,553155,5,53.2,46,No
EMP2046,Operations,30,456529,20,49.5,68,No
EMP2047,Marketing,38,1794031,12,52.5,98,Yes
EMP2048,Marketing,23,587748,17,53.6,87,Yes
EMP2049,Finance,41,346062,4,31.7,79,No
EMP2050,Marketing,21,399748,9,47.3,86,Yes
EMP2051,Sales,39,1171466,20,57.2,68,No
EMP2052,Operations,55,348171,9,53.9,74,No
EMP2053,Operations,21,1689119,7,37.4,75,No
EMP2054,Marketing,47,1277195,13,47.0,44,No
EMP2055,Sales,55,1712410,11,59.3,52,No
EMP2056,Operations,44,1655615,8,50.4,74,No
EMP2057,Marketing,37,321922,11,45.6,88,Yes
EMP2058,Operations,42,1410622,8,52.8,54,No
EMP2059,Marketing,26,764375,18,50.9,60,No
EMP2060,Sales,52,1119835,6,30.4,68,No
EMP2061,Sales,35,1075283,5,32.3,75,No
EMP2062,Operations,29,578231,19,55.2,58,No
EMP2063,Finance,43,1729454,16,45.3,61,No
EMP2064,Operations,54,438965,19,34.1,51,No
EMP2065,Operations,25,908934,14,32.0,62,No
EMP2066,HR,38,992285,14,54.6,64,No
EMP2067,Sales,55,671382,13,35.7,49,No
EMP2068,Finance,59,1329286,3,40.9,46,No
EMP2069,HR,59,1343504,9,36.8,82,No
EMP2070,IT,60,307758,17,44.3,54,No
EMP2071,Sales,46,932478,2,55.6,69,No
EMP2072,Finance,35,893667,18,46.9,98,Yes
EMP2073,IT,36,556055,18,49.8,96,Yes
EMP2074,Finance,59,556882,7,34.2,68,No
EMP2075,Sales,55,537063,8,52.4,57,No
EMP2076,Finance,52,1242999,17,51.9,40,No
EMP2077,Sales,47,1347353,2,58.4,78,No
EMP2078,IT,50,1546274,12,46.0,68,No
EMP2079,Operations,56,1673475,20,52.9,40,No
EMP2080,Marketing,55,1230827,9,48.5,89,Yes
EMP2081,HR,55,1729873,20,38.1,74,No
EMP2082,Sales,21,1588353,13,48.2,78,No
EMP2083,Sales,29,1377448,2,46.6,61,No
EMP2084,HR,29,658965,14,48.6,63,No
EMP2085,Finance,33,1790800,17,34.2,53,No
EMP2086,Finance,46,823366,15,32.5,51,No
EMP2087,Operations,41,535543,10,57.0,71,No
EMP2088,Sales,28,1287005,3,36.0,68,No
EMP2089,Sales,39,1167468,10,45.9,71,No
EMP2090,Sales,54,1593797,12,37.2,54,No
EMP2091,Marketing,22,1619897,9,30.6,33,No
EMP2092,Operations,30,886310,11,35.6,70,No
EMP2093,Finance,29,1635115,17,42.5,84,No
EMP2094,Marketing,26,850237,4,55.9,50,No
EMP2095,Sales,60,1242713,14,44.2,40,No
EMP2096,IT,45,1371136,13,53.3,45,No
EMP2097,Operations,59,1315379,11,56.9,87,Yes
EMP2098,IT,45,1700800,14,36.2,72,No
EMP2099,HR,52,487351,17,54.8,51,No
EMP2100,Sales,56,1786541,8,40.9,65,No
EMP2101,HR,46,1196138,10,51.3,65,No
EMP2102,Finance,33,411343,10,48.2,58,No
EMP2103,HR,28,270136,6,43.6,40,No
EMP2104,Marketing,44,1427759,11,51.5,57,No
EMP2105,Sales,55,470272,9,42.4,77,No
EMP2106,HR,44,254646,20,34.7,64,No
EMP2107,HR,46,1350913,17,42.9,48,No
EMP2108,Marketing,24,468489,16,40.9,78,No
EMP2109,Sales,30,484161,17,44.7,87,Yes
EMP2110,Marketing,24,344274,18,55.1,72,No
EMP2111,Finance,30,1045347,20,41.8,66,No
EMP2112,Marketing,37,1779041,4,37.4,74,No
EMP2113,Marketing,33,1358423,8,36.0,63,No
EMP2114,Marketing,43,1681360,2,48.2,77,No
EMP2115,Marketing,52,1516109,20,55.8,60,No
EMP2116,HR,48,554799,20,36.7,66,No
EMP2117,Finance,46,1454667,0,49.7,63,No
EMP2118,HR,55,741617,4,43.2,81,No
EMP2119,Marketing,31,1232581,13,52.5,85,Yes
EMP2120,Finance,25,1437966,12,34.0,95,Yes
EMP2121,HR,45,1474066,13,47.9,79,No
EMP2122,HR,31,1372306,4,53.5,73,No
EMP2123,Finance,37,492791,20,51.2,63,No
EMP2124,Sales,45,282511,3,54.8,83,No
EMP2125,Operations,48,1663442,0,38.7,93,No
EMP2126,Marketing,44,1345481,13,31.1,91,Yes
EMP2127,IT,53,1677188,13,54.5,100,Yes
EMP2128,Finance,37,1242846,5,40.3,68,No
EMP2129,Operations,42,1336666,3,51.3,71,No
EMP2130,IT,48,356552,2,38.0,76,No
EMP2131,HR,60,787390,0,47.3,67,No
EMP2132,Operations,42,330674,18,31.9,57,No
EMP2133,HR,28,1663754,5,45.3,81,No
EMP2134,Operations,54,1390753,7,36.1,49,No
EMP2135,IT,42,746677,20,46.8,76,No
EMP2136,Operations,30,1470879,13,58.1,68,No
EMP2137,HR,24,1039477,3,41.9,74,No
EMP2138,IT,30,1384084,0,52.0,66,No
EMP2139,Marketing,51,1290876,14,42.0,61,No
EMP2140,Marketing,36,587733,9,56.7,96,Yes
EMP2141,Sales,37,1451371,8,33.9,56,No
EMP2142,Finance,56,1668791,2,41.2,70,No
EMP2143,IT,29,866671,6,47.7,70,No
EMP2144,IT,22,1536310,3,50.7,53,No
EMP2145,HR,52,1320432,11,31.4,79,No
EMP2146,Operations,46,1670353,1,36.7,72,No
EMP2147,Operations,33,1777473,7,56.2,98,No
EMP2148,HR,25,937044,16,31.9,61,No
EMP2149,Marketing,57,1349850,2,48.4,67,No
EMP2150,Finance,35,1696511,11,49.5,46,No
EMP2151,Operations,56,1450188,14,54.2,70,No
EMP2152,Marketing,25,540019,7,37.8,73,No
EMP2153,Operations,47,329030,1,41.1,60,No
EMP2154,Marketing,34,1230235,3,43.7,65,No
EMP2155,Finance,41,745088,16,35.0,69,No
EMP2156,Operations,39,668054,14,44.9,93,Yes
EMP2157,Operations,54,420890,5,36.6,64,No
EMP2158,Finance,44,1562755,10,53.4,73,No
EMP2159,Finance,42,924723,5,36.2,53,No
EMP2160,HR,49,553039,4,48.1,52,No
EMP2161,IT,26,1176221,13,40.2,65,No
EMP2162,Finance,41,633862,10,39.1,50,No
EMP2163,Sales,22,1664560,3,34.7,70,No
EMP2164,Operations,40,1282491,9,49.3,100,Yes
EMP2165,Sales,58,1378516,0,33.9,61,No
EMP2166,HR,48,1587532,0,40.9,63,No
EMP2167,Finance,57,1762188,10,46.5,77,No
EMP2168,Marketing,25,705761,4,59.4,48,No
EMP2169,HR,38,788897,8,52.5,69,No
EMP2170,HR,34,1086936,14,47.5,100,Yes
EMP2171,Finance,59,912475,12,40.6,73,No
EMP2172,HR,21,348780,14,54.0,66,No
EMP2173,Marketing,42,1734845,19,59.1,71,No
EMP2174,HR,35,1301179,12,31.9,61,No
EMP2175,Marketing,33,1469070,0,32.1,79,No
EMP2176,Finance,55,873419,17,32.9,76,No
EMP2177,Operations,50,1213561,19,44.3,67,No
EMP2178,Marketing,36,1299155,9,43.5,47,No
EMP2179,IT,41,913527,20,41.4,62,No
EMP2180,Finance,43,1144407,5,45.5,47,No
